received_at,run_id,message_id,image_name,publisher_timestamp_sent,publisher_publish_started_at,detections_count,top_class,top_confidence,inference_ms,payload_size_bytes,ack_published_at
1776617198.624603,steps-cloud-yolo-tailscale,1,000000.jpg,1776617198.6129305,1776617198.6129262,4,metalen_verpakking,0.9391,1918.78,726,1776617198.624639
1776617198.824771,steps-cloud-yolo-tailscale,2,000001.jpg,1776617198.8131127,1776617198.813109,1,plastic_verpakking,0.9378,167.29,376,1776617198.824804
1776617198.978135,steps-cloud-yolo-tailscale,3,000002.jpg,1776617198.9662068,1776617198.9662035,1,plastic_verpakking,0.7975,120.43,377,1776617198.978164
1776617199.13192,steps-cloud-yolo-tailscale,4,000003.jpg,1776617199.119935,1776617199.119932,1,plastic_verpakking,0.935,121.05,372,1776617199.13195
1776617199.279378,steps-cloud-yolo-tailscale,5,000004.jpg,1776617199.2676544,1776617199.2676513,1,plastic_verpakking,0.8714,115.08,372,1776617199.279406
1776617199.432198,steps-cloud-yolo-tailscale,6,000005.jpg,1776617199.4203718,1776617199.420368,1,plastic_verpakking,0.9639,119.94,374,1776617199.432229
1776617199.594018,steps-cloud-yolo-tailscale,7,000006.jpg,1776617199.582168,1776617199.5821645,1,plastic_verpakking,0.8271,129.07,376,1776617199.59405
1776617199.752331,steps-cloud-yolo-tailscale,8,000007.jpg,1776617199.740416,1776617199.7404118,2,plastic_verpakking,0.9495,125.65,496,1776617199.752369
1776617199.907287,steps-cloud-yolo-tailscale,9,000009.jpg,1776617199.8954577,1776617199.8954544,0,,,122.55,258,1776617199.907312
1776617200.062464,steps-cloud-yolo-tailscale,10,000010.jpg,1776617200.0508769,1776617200.0508735,8,plastic_verpakking,0.8824,121.57,1210,1776617200.062513
1776617200.206717,steps-cloud-yolo-tailscale,11,000011.jpg,1776617200.1949625,1776617200.1949592,2,plastic_verpakking,0.931,111.21,495,1776617200.206747
1776617200.405538,steps-cloud-yolo-tailscale,12,000012.jpg,1776617200.3939118,1776617200.3939087,3,plastic_verpakking,0.9272,166.01,614,1776617200.405572
1776617200.557987,steps-cloud-yolo-tailscale,13,000013.jpg,1776617200.5461373,1776617200.546134,6,metalen_verpakking,0.9585,118.6,969,1776617200.558026
1776617200.673803,steps-cloud-yolo-tailscale,14,000014.jpg,1776617200.6621614,1776617200.6621583,1,plastic_verpakking,0.8622,83.3,376,1776617200.673833
1776617200.813461,steps-cloud-yolo-tailscale,15,000015.jpg,1776617200.8013318,1776617200.8013287,6,plastic_verpakking,0.9509,104.78,974,1776617200.813497
1776617200.94054,steps-cloud-yolo-tailscale,16,000017.jpg,1776617200.928905,1776617200.928902,3,plastic_verpakking,0.9515,89.0,613,1776617200.940569
1776617201.032498,steps-cloud-yolo-tailscale,17,000019.jpg,1776617201.0207283,1776617201.0207253,5,plastic_verpakking,0.9257,58.27,843,1776617201.032536
1776617201.09359,steps-cloud-yolo-tailscale,18,000020.jpg,1776617201.0816972,1776617201.0816944,3,metalen_verpakking,0.9745,28.62,612,1776617201.093626
1776617201.175009,steps-cloud-yolo-tailscale,19,000021.jpg,1776617201.1637194,1776617201.1637166,2,plastic_verpakking,0.961,49.4,489,1776617201.175037
1776617201.235184,steps-cloud-yolo-tailscale,20,000022.jpg,1776617201.2233746,1776617201.223372,6,plastic_verpakking,0.9679,26.85,972,1776617201.235216
1776617201.313476,steps-cloud-yolo-tailscale,21,000023.jpg,1776617201.3022282,1776617201.3022258,1,plastic_verpakking,0.9498,46.34,373,1776617201.313501
1776617201.403374,steps-cloud-yolo-tailscale,22,000024.jpg,1776617201.3916955,1776617201.3916926,12,plastic_verpakking,0.9204,53.57,1673,1776617201.403414
1776617201.464143,steps-cloud-yolo-tailscale,23,000025.jpg,1776617201.4522872,1776617201.452284,0,,,28.58,257,1776617201.464167
1776617201.526016,steps-cloud-yolo-tailscale,24,000026.jpg,1776617201.5143049,1776617201.5143023,2,plastic_verpakking,0.9372,29.71,494,1776617201.526045
1776617201.605736,steps-cloud-yolo-tailscale,25,000027.jpg,1776617201.593366,1776617201.593362,1,plastic_verpakking,0.9672,46.92,371,1776617201.605768
1776617201.687961,steps-cloud-yolo-tailscale,26,000028.jpg,1776617201.6759992,1776617201.675996,5,plastic_verpakking,0.9386,49.16,842,1776617201.687999
1776617201.775497,steps-cloud-yolo-tailscale,27,000029.jpg,1776617201.7639005,1776617201.7638977,24,plastic_verpakking,0.9519,48.62,3092,1776617201.77563
1776617201.838186,steps-cloud-yolo-tailscale,28,000030.jpg,1776617201.8265061,1776617201.8265035,3,metalen_verpakking,0.975,30.0,611,1776617201.838222
1776617201.972632,steps-cloud-yolo-tailscale,29,000031.jpg,1776617201.9608858,1776617201.9607563,1,plastic_verpakking,0.9449,101.92,377,1776617201.972664
1776617202.090011,steps-cloud-yolo-tailscale,30,000032.jpg,1776617202.0779893,1776617202.0779862,1,plastic_verpakking,0.8382,84.1,376,1776617202.090041
1776617202.183941,steps-cloud-yolo-tailscale,31,000033.jpg,1776617202.1721568,1776617202.1721542,1,plastic_verpakking,0.9541,61.52,376,1776617202.183973
1776617202.288157,steps-cloud-yolo-tailscale,32,000034.jpg,1776617202.2764866,1776617202.2764835,2,plastic_verpakking,0.9683,74.39,493,1776617202.288187
1776617202.378159,steps-cloud-yolo-tailscale,33,000035.jpg,1776617202.3664582,1776617202.3664553,1,metalen_verpakking,0.9525,57.61,377,1776617202.378192
1776617202.497926,steps-cloud-yolo-tailscale,34,000036.jpg,1776617202.486327,1776617202.4863236,1,plastic_verpakking,0.9627,87.13,376,1776617202.497954
1776617202.567551,steps-cloud-yolo-tailscale,35,000037.JPG,1776617202.5559413,1776617202.555938,8,plastic_verpakking,0.9174,36.1,1201,1776617202.567592
1776617202.738571,steps-cloud-yolo-tailscale,36,000038.jpg,1776617202.7267635,1776617202.7267601,3,metalen_verpakking,0.8841,138.06,617,1776617202.738606
1776617202.855309,steps-cloud-yolo-tailscale,37,000039.jpg,1776617202.843672,1776617202.8436692,1,plastic_verpakking,0.956,84.27,375,1776617202.855339
1776617202.951588,steps-cloud-yolo-tailscale,38,000040.JPG,1776617202.93993,1776617202.9399269,2,plastic_verpakking,0.6736,63.27,493,1776617202.951622
1776617203.034332,steps-cloud-yolo-tailscale,39,000041.JPG,1776617203.0226111,1776617203.0226083,2,metalen_verpakking,0.9576,50.0,496,1776617203.034367
1776617203.119678,steps-cloud-yolo-tailscale,40,000043.jpg,1776617203.1080644,1776617203.1080618,1,plastic_verpakking,0.897,52.88,374,1776617203.11971
1776617203.201536,steps-cloud-yolo-tailscale,41,000044.jpg,1776617203.189784,1776617203.1897817,1,metalen_verpakking,0.9324,49.27,374,1776617203.201563
1776617203.284155,steps-cloud-yolo-tailscale,42,000045.JPG,1776617203.2723823,1776617203.2723787,2,plastic_verpakking,0.9511,50.44,493,1776617203.284183
1776617203.354929,steps-cloud-yolo-tailscale,43,000046.jpg,1776617203.3431497,1776617203.3431468,2,plastic_verpakking,0.9647,38.51,497,1776617203.354965
1776617203.493323,steps-cloud-yolo-tailscale,44,000047.jpg,1776617203.481272,1776617203.481269,2,plastic_verpakking,0.9732,101.55,495,1776617203.493358
1776617203.577257,steps-cloud-yolo-tailscale,45,000048.JPG,1776617203.5655897,1776617203.565587,1,plastic_verpakking,0.9746,51.83,375,1776617203.577286
1776617203.686184,steps-cloud-yolo-tailscale,46,000049.jpg,1776617203.6740417,1776617203.674039,5,plastic_verpakking,0.9309,75.42,857,1776617203.686228
1776617203.761776,steps-cloud-yolo-tailscale,47,000050.JPG,1776617203.7499638,1776617203.7499597,1,plastic_verpakking,0.7764,43.0,372,1776617203.761805
1776617203.874789,steps-cloud-yolo-tailscale,48,000051.jpg,1776617203.862859,1776617203.8628557,2,plastic_verpakking,0.9529,80.57,496,1776617203.874823
1776617203.963108,steps-cloud-yolo-tailscale,49,000052.jpg,1776617203.9511604,1776617203.9511569,4,plastic_verpakking,0.9621,55.28,733,1776617203.963145
1776617204.05852,steps-cloud-yolo-tailscale,50,000053.jpg,1776617204.0471234,1776617204.0471203,2,plastic_verpakking,0.9575,63.2,496,1776617204.058554
1776617204.149339,steps-cloud-yolo-tailscale,51,000054.jpg,1776617204.1373327,1776617204.1373289,2,plastic_verpakking,0.9609,57.37,498,1776617204.149377
1776617204.243571,steps-cloud-yolo-tailscale,52,000055.jpg,1776617204.2317488,1776617204.2317452,3,plastic_verpakking,0.9623,61.12,617,1776617204.243604
1776617204.337222,steps-cloud-yolo-tailscale,53,000056.jpg,1776617204.3252501,1776617204.3252468,4,plastic_verpakking,0.9728,60.03,735,1776617204.337257
1776617204.441907,steps-cloud-yolo-tailscale,54,000057.jpg,1776617204.4297833,1776617204.4297807,2,plastic_verpakking,0.9192,71.78,496,1776617204.441946
1776617204.531415,steps-cloud-yolo-tailscale,55,000058.jpg,1776617204.5197554,1776617204.5197523,1,plastic_verpakking,0.9118,57.06,376,1776617204.531446
1776617204.619236,steps-cloud-yolo-tailscale,56,000059.jpg,1776617204.60729,1776617204.6072865,2,plastic_verpakking,0.9232,54.9,494,1776617204.619272
1776617204.685266,steps-cloud-yolo-tailscale,57,000060.jpg,1776617204.6732516,1776617204.6732485,2,plastic_verpakking,0.6992,32.65,491,1776617204.685299
1776617204.752787,steps-cloud-yolo-tailscale,58,000061.jpg,1776617204.740958,1776617204.7409549,1,plastic_verpakking,0.874,35.39,372,1776617204.752816
1776617204.817387,steps-cloud-yolo-tailscale,59,000062.jpg,1776617204.805535,1776617204.805532,2,plastic_verpakking,0.9629,32.34,490,1776617204.817417
1776617204.89781,steps-cloud-yolo-tailscale,60,000063.jpg,1776617204.8861675,1776617204.8861644,2,metalen_verpakking,0.9207,48.14,496,1776617204.897842
1776617205.000336,steps-cloud-yolo-tailscale,61,000064.jpg,1776617204.9883745,1776617204.9883711,5,plastic_verpakking,0.8952,66.19,845,1776617205.000371
1776617205.141288,steps-cloud-yolo-tailscale,62,000065.jpg,1776617205.1292667,1776617205.1292639,5,metalen_verpakking,0.9292,107.94,860,1776617205.141326
1776617205.277858,steps-cloud-yolo-tailscale,63,000066.jpg,1776617205.2660234,1776617205.26602,3,plastic_verpakking,0.9233,104.15,610,1776617205.27789
1776617205.360145,steps-cloud-yolo-tailscale,64,000067.jpg,1776617205.348443,1776617205.3484395,2,metalen_verpakking,0.9487,49.49,493,1776617205.360179
1776617205.430555,steps-cloud-yolo-tailscale,65,000068.jpg,1776617205.4188678,1776617205.418864,2,metalen_verpakking,0.9683,38.06,489,1776617205.43059
1776617205.499879,steps-cloud-yolo-tailscale,66,000069.jpg,1776617205.4878492,1776617205.487846,1,plastic_verpakking,0.8866,36.45,373,1776617205.499912
1776617205.57029,steps-cloud-yolo-tailscale,67,000070.jpg,1776617205.5584087,1776617205.5584056,5,plastic_verpakking,0.6176,37.47,844,1776617205.570326
1776617205.673427,steps-cloud-yolo-tailscale,68,000071.jpg,1776617205.6616743,1776617205.6616712,2,plastic_verpakking,0.9512,70.76,494,1776617205.67346
1776617205.738689,steps-cloud-yolo-tailscale,69,000072.jpg,1776617205.7267628,1776617205.72676,2,plastic_verpakking,0.9605,32.79,491,1776617205.738724
1776617205.818671,steps-cloud-yolo-tailscale,70,000073.JPG,1776617205.8070157,1776617205.8070126,3,plastic_verpakking,0.9408,47.66,611,1776617205.818703
1776617205.888433,steps-cloud-yolo-tailscale,71,000074.jpg,1776617205.876714,1776617205.8767107,3,plastic_verpakking,0.9617,37.06,608,1776617205.888469
1776617205.95002,steps-cloud-yolo-tailscale,72,000075.jpg,1776617205.9380314,1776617205.9380283,2,plastic_verpakking,0.9673,29.03,492,1776617205.950053
1776617206.011297,steps-cloud-yolo-tailscale,73,000076.jpg,1776617205.9995825,1776617205.9995794,3,metalen_verpakking,0.9483,28.85,606,1776617206.011328
1776617206.072,steps-cloud-yolo-tailscale,74,000077.jpg,1776617206.060391,1776617206.0603871,1,plastic_verpakking,0.9751,28.47,373,1776617206.072028
1776617206.159104,steps-cloud-yolo-tailscale,75,000078.jpg,1776617206.1475189,1776617206.1475155,3,metalen_verpakking,0.9579,54.24,616,1776617206.159139
1776617206.239381,steps-cloud-yolo-tailscale,76,000079.jpg,1776617206.22771,1776617206.227707,1,plastic_verpakking,0.938,47.85,370,1776617206.239413
1776617206.307861,steps-cloud-yolo-tailscale,77,000080.jpg,1776617206.2959595,1776617206.295957,2,plastic_verpakking,0.9275,35.66,491,1776617206.307892
1776617206.370301,steps-cloud-yolo-tailscale,78,000081.jpg,1776617206.3585067,1776617206.3585036,1,plastic_verpakking,0.935,30.52,373,1776617206.37033
1776617206.448497,steps-cloud-yolo-tailscale,79,000082.JPG,1776617206.436869,1776617206.4368663,3,plastic_verpakking,0.8847,45.93,617,1776617206.448529
1776617206.541533,steps-cloud-yolo-tailscale,80,000083.JPG,1776617206.5296583,1776617206.5296552,2,plastic_verpakking,0.9158,60.48,496,1776617206.541564
1776617206.610054,steps-cloud-yolo-tailscale,81,000085.JPG,1776617206.598682,1776617206.5986784,1,plastic_verpakking,0.9588,36.69,375,1776617206.610083
1776617206.678157,steps-cloud-yolo-tailscale,82,000086.JPG,1776617206.6665058,1776617206.6665025,2,metalen_verpakking,0.9442,35.13,493,1776617206.678193
1776617206.746681,steps-cloud-yolo-tailscale,83,000087.JPG,1776617206.7348585,1776617206.7348557,3,plastic_verpakking,0.922,35.96,609,1776617206.746716
1776617206.844922,steps-cloud-yolo-tailscale,84,000088.JPG,1776617206.8330803,1776617206.8330772,1,metalen_verpakking,0.8148,65.97,376,1776617206.844955
1776617206.931065,steps-cloud-yolo-tailscale,85,000089.JPG,1776617206.919258,1776617206.919255,1,plastic_verpakking,0.9566,54.05,374,1776617206.931093
1776617207.014024,steps-cloud-yolo-tailscale,86,000090.JPG,1776617207.0021293,1776617207.0021257,2,plastic_verpakking,0.9342,46.85,493,1776617207.014059
1776617207.115208,steps-cloud-yolo-tailscale,87,000091.JPG,1776617207.1034627,1776617207.1034596,1,metalen_verpakking,0.9701,69.01,374,1776617207.115239
1776617207.191951,steps-cloud-yolo-tailscale,88,000092.JPG,1776617207.179686,1776617207.1796825,6,plastic_verpakking,0.845,43.05,974,1776617207.191986
1776617207.255211,steps-cloud-yolo-tailscale,89,000093.JPG,1776617207.2435944,1776617207.2435913,2,plastic_verpakking,0.9584,31.28,498,1776617207.255243
1776617207.334391,steps-cloud-yolo-tailscale,90,000094.JPG,1776617207.322791,1776617207.3227878,2,plastic_verpakking,0.9458,46.74,494,1776617207.334421
1776617207.39737,steps-cloud-yolo-tailscale,91,000095.JPG,1776617207.3854713,1776617207.385468,1,plastic_verpakking,0.9596,27.19,375,1776617207.397402
1776617207.47905,steps-cloud-yolo-tailscale,92,000097.JPG,1776617207.4673755,1776617207.4673727,6,plastic_verpakking,0.9469,48.46,980,1776617207.479087
1776617207.558502,steps-cloud-yolo-tailscale,93,000098.JPG,1776617207.5469198,1776617207.5469172,1,metalen_verpakking,0.9468,47.18,375,1776617207.558534
1776617207.621091,steps-cloud-yolo-tailscale,94,000099.JPG,1776617207.6092563,1776617207.6092532,5,plastic_verpakking,0.9698,29.58,860,1776617207.621127
1776617207.704707,steps-cloud-yolo-tailscale,95,000100.JPG,1776617207.6929042,1776617207.6929004,2,plastic_verpakking,0.9567,51.23,494,1776617207.704743
1776617207.767134,steps-cloud-yolo-tailscale,96,000101.JPG,1776617207.7554567,1776617207.755453,2,plastic_verpakking,0.939,29.99,496,1776617207.767165
1776617207.852331,steps-cloud-yolo-tailscale,97,000102.JPG,1776617207.8406386,1776617207.8406355,6,plastic_verpakking,0.9453,51.9,974,1776617207.852365
1776617207.927014,steps-cloud-yolo-tailscale,98,000103.JPG,1776617207.915166,1776617207.915163,2,plastic_verpakking,0.9066,42.29,485,1776617207.927042
1776617207.990683,steps-cloud-yolo-tailscale,99,000104.JPG,1776617207.9789438,1776617207.978941,2,plastic_verpakking,0.9707,31.56,494,1776617207.990717
1776617208.083711,steps-cloud-yolo-tailscale,100,test.jpg,1776617208.0718603,1776617208.0718572,1,metalen_verpakking,0.9686,60.56,373,1776617208.083742
1776617415.867788,steps-cloud-yolo-tailscale,1,000000.jpg,1776617415.8560977,1776617415.8560941,4,metalen_verpakking,0.9391,1928.33,726,1776617415.867828
1776617416.07518,steps-cloud-yolo-tailscale,2,000001.jpg,1776617416.0633202,1776617416.0633168,1,plastic_verpakking,0.9378,174.35,377,1776617416.075212
1776617416.209002,steps-cloud-yolo-tailscale,3,000002.jpg,1776617416.1971474,1776617416.197144,1,plastic_verpakking,0.7975,100.92,376,1776617416.209031
1776617416.362344,steps-cloud-yolo-tailscale,4,000003.jpg,1776617416.3501985,1776617416.3501954,1,plastic_verpakking,0.935,120.71,374,1776617416.362609
1776617416.537403,steps-cloud-yolo-tailscale,5,000004.jpg,1776617416.5255406,1776617416.525536,1,plastic_verpakking,0.8714,142.49,371,1776617416.537435
1776617416.711428,steps-cloud-yolo-tailscale,6,000005.jpg,1776617416.699592,1776617416.6995878,1,plastic_verpakking,0.9639,141.21,374,1776617416.71146
1776617416.863009,steps-cloud-yolo-tailscale,7,000006.jpg,1776617416.8509812,1776617416.8509774,1,plastic_verpakking,0.8271,118.69,377,1776617416.863043
1776617417.048587,steps-cloud-yolo-tailscale,8,000007.jpg,1776617417.03643,1776617417.0364258,2,plastic_verpakking,0.9495,152.29,495,1776617417.048622
1776617417.197016,steps-cloud-yolo-tailscale,9,000009.jpg,1776617417.1851366,1776617417.1851335,0,,,115.98,258,1776617417.197044
1776617417.379175,steps-cloud-yolo-tailscale,10,000010.jpg,1776617417.3670728,1776617417.3670695,8,plastic_verpakking,0.8824,146.52,1210,1776617417.379212
1776617417.524002,steps-cloud-yolo-tailscale,11,000011.jpg,1776617417.5116138,1776617417.5116103,2,plastic_verpakking,0.931,111.59,495,1776617417.524039
1776617417.676741,steps-cloud-yolo-tailscale,12,000012.jpg,1776617417.664647,1776617417.664644,3,plastic_verpakking,0.9272,120.15,612,1776617417.676778
1776617417.868399,steps-cloud-yolo-tailscale,13,000013.jpg,1776617417.8564324,1776617417.856429,6,metalen_verpakking,0.9585,158.4,969,1776617417.868435
1776617417.983673,steps-cloud-yolo-tailscale,14,000014.jpg,1776617417.9717562,1776617417.971753,1,plastic_verpakking,0.8622,82.73,376,1776617417.983707
1776617418.093394,steps-cloud-yolo-tailscale,15,000015.jpg,1776617418.0814743,1776617418.0814712,6,plastic_verpakking,0.9509,76.85,973,1776617418.093431
1776617418.185966,steps-cloud-yolo-tailscale,16,000017.jpg,1776617418.1740062,1776617418.1740026,3,plastic_verpakking,0.9515,56.79,616,1776617418.185999
1776617418.259901,steps-cloud-yolo-tailscale,17,000019.jpg,1776617418.2482064,1776617418.2482033,5,plastic_verpakking,0.9257,41.22,843,1776617418.25994
1776617418.325881,steps-cloud-yolo-tailscale,18,000020.jpg,1776617418.314027,1776617418.314025,3,metalen_verpakking,0.9745,33.24,610,1776617418.325914
1776617418.386419,steps-cloud-yolo-tailscale,19,000021.jpg,1776617418.3748744,1776617418.374872,2,plastic_verpakking,0.961,28.44,489,1776617418.386446
1776617418.447157,steps-cloud-yolo-tailscale,20,000022.jpg,1776617418.4353979,1776617418.4353948,6,plastic_verpakking,0.9679,27.4,972,1776617418.447193
1776617418.50562,steps-cloud-yolo-tailscale,21,000023.jpg,1776617418.4939575,1776617418.4939551,1,plastic_verpakking,0.9498,26.33,373,1776617418.50565
1776617418.572785,steps-cloud-yolo-tailscale,22,000024.jpg,1776617418.561003,1776617418.5609996,12,plastic_verpakking,0.9204,33.08,1672,1776617418.57283
1776617418.639299,steps-cloud-yolo-tailscale,23,000025.jpg,1776617418.6280315,1776617418.6280286,0,,,34.93,258,1776617418.639325
1776617418.70266,steps-cloud-yolo-tailscale,24,000026.jpg,1776617418.6909997,1776617418.6909962,2,plastic_verpakking,0.9372,30.76,494,1776617418.70269
1776617418.761968,steps-cloud-yolo-tailscale,25,000027.jpg,1776617418.7501638,1776617418.750161,1,plastic_verpakking,0.9672,26.84,372,1776617418.762
1776617418.824506,steps-cloud-yolo-tailscale,26,000028.jpg,1776617418.8124697,1776617418.8124664,5,plastic_verpakking,0.9386,29.52,843,1776617418.824544
1776617418.897785,steps-cloud-yolo-tailscale,27,000029.jpg,1776617418.8857095,1776617418.885706,24,plastic_verpakking,0.9519,36.52,3091,1776617418.897849
1776617418.968002,steps-cloud-yolo-tailscale,28,000030.jpg,1776617418.9561875,1776617418.9561844,3,metalen_verpakking,0.975,37.69,612,1776617418.968037
1776617419.091158,steps-cloud-yolo-tailscale,29,000031.jpg,1776617419.0794961,1776617419.0794926,1,plastic_verpakking,0.9449,90.86,376,1776617419.091188
1776617419.207821,steps-cloud-yolo-tailscale,30,000032.jpg,1776617419.1960464,1776617419.1960433,1,plastic_verpakking,0.8382,83.93,377,1776617419.207856
1776617419.338347,steps-cloud-yolo-tailscale,31,000033.jpg,1776617419.326744,1776617419.326741,1,plastic_verpakking,0.9541,98.13,374,1776617419.338375
1776617419.444885,steps-cloud-yolo-tailscale,32,000034.jpg,1776617419.433202,1776617419.4331992,2,plastic_verpakking,0.9683,73.44,492,1776617419.444919
1776617419.560213,steps-cloud-yolo-tailscale,33,000035.jpg,1776617419.548425,1776617419.548422,1,metalen_verpakking,0.9525,82.75,375,1776617419.560272
1776617419.684608,steps-cloud-yolo-tailscale,34,000036.jpg,1776617419.6729045,1776617419.6729014,1,plastic_verpakking,0.9627,91.78,377,1776617419.684638
1776617419.75969,steps-cloud-yolo-tailscale,35,000037.JPG,1776617419.7477555,1776617419.7477524,8,plastic_verpakking,0.9174,40.71,1203,1776617419.75973
1776617419.918476,steps-cloud-yolo-tailscale,36,000038.jpg,1776617419.9063306,1776617419.906327,3,metalen_verpakking,0.8841,125.94,616,1776617419.918508
1776617420.050133,steps-cloud-yolo-tailscale,37,000039.jpg,1776617420.0383813,1776617420.0383785,1,plastic_verpakking,0.956,99.39,376,1776617420.050159
1776617420.169818,steps-cloud-yolo-tailscale,38,000040.JPG,1776617420.158103,1776617420.1581,2,plastic_verpakking,0.6736,86.61,491,1776617420.16985
1776617420.261041,steps-cloud-yolo-tailscale,39,000041.JPG,1776617420.2492898,1776617420.2492867,2,metalen_verpakking,0.9576,57.96,497,1776617420.261075
1776617420.34678,steps-cloud-yolo-tailscale,40,000043.jpg,1776617420.3348162,1776617420.334813,1,plastic_verpakking,0.897,53.03,373,1776617420.346808
1776617420.408672,steps-cloud-yolo-tailscale,41,000044.jpg,1776617420.3968973,1776617420.396895,1,metalen_verpakking,0.9324,29.72,374,1776617420.408698
1776617420.49448,steps-cloud-yolo-tailscale,42,000045.JPG,1776617420.4827337,1776617420.482731,2,plastic_verpakking,0.9511,53.19,492,1776617420.494509
1776617420.575341,steps-cloud-yolo-tailscale,43,000046.jpg,1776617420.5634542,1776617420.56345,2,plastic_verpakking,0.9647,48.12,495,1776617420.575374
1776617420.678669,steps-cloud-yolo-tailscale,44,000047.jpg,1776617420.6668382,1776617420.6668348,2,plastic_verpakking,0.9732,68.37,496,1776617420.678703
1776617420.76724,steps-cloud-yolo-tailscale,45,000048.JPG,1776617420.7555563,1776617420.755553,1,plastic_verpakking,0.9746,56.23,375,1776617420.767272
1776617420.880196,steps-cloud-yolo-tailscale,46,000049.jpg,1776617420.8682125,1776617420.8682098,5,plastic_verpakking,0.9309,79.71,858,1776617420.880275
1776617420.947983,steps-cloud-yolo-tailscale,47,000050.JPG,1776617420.9365082,1776617420.9365053,1,plastic_verpakking,0.7764,35.87,373,1776617420.948011
1776617421.067202,steps-cloud-yolo-tailscale,48,000051.jpg,1776617421.0553637,1776617421.0553606,2,plastic_verpakking,0.9529,86.66,497,1776617421.067237
1776617421.161931,steps-cloud-yolo-tailscale,49,000052.jpg,1776617421.1500602,1776617421.1500578,4,plastic_verpakking,0.9621,61.65,733,1776617421.161968
1776617421.253915,steps-cloud-yolo-tailscale,50,000053.jpg,1776617421.2420464,1776617421.2420425,2,plastic_verpakking,0.9575,59.38,497,1776617421.253952
1776617421.347803,steps-cloud-yolo-tailscale,51,000054.jpg,1776617421.336005,1776617421.3360016,2,plastic_verpakking,0.9609,61.1,496,1776617421.347833
1776617421.436651,steps-cloud-yolo-tailscale,52,000055.jpg,1776617421.4249804,1776617421.4249773,3,plastic_verpakking,0.9623,55.95,617,1776617421.436696
1776617421.525896,steps-cloud-yolo-tailscale,53,000056.jpg,1776617421.5141864,1776617421.5141838,4,plastic_verpakking,0.9728,55.92,735,1776617421.525929
1776617421.622926,steps-cloud-yolo-tailscale,54,000057.jpg,1776617421.6111875,1776617421.6111841,2,plastic_verpakking,0.9192,64.44,496,1776617421.62296
1776617421.718571,steps-cloud-yolo-tailscale,55,000058.jpg,1776617421.7069201,1776617421.706916,1,plastic_verpakking,0.9118,63.12,375,1776617421.718602
1776617421.805631,steps-cloud-yolo-tailscale,56,000059.jpg,1776617421.793687,1776617421.7936842,2,plastic_verpakking,0.9232,53.99,496,1776617421.805666
1776617421.871702,steps-cloud-yolo-tailscale,57,000060.jpg,1776617421.8597686,1776617421.8597643,2,plastic_verpakking,0.6992,33.14,491,1776617421.871734
1776617421.942037,steps-cloud-yolo-tailscale,58,000061.jpg,1776617421.9303677,1776617421.9303646,1,plastic_verpakking,0.874,38.26,373,1776617421.942073
1776617422.014564,steps-cloud-yolo-tailscale,59,000062.jpg,1776617422.0025964,1776617422.0025923,2,plastic_verpakking,0.9629,39.76,492,1776617422.014597
1776617422.099566,steps-cloud-yolo-tailscale,60,000063.jpg,1776617422.0879717,1776617422.087968,2,metalen_verpakking,0.9207,52.88,495,1776617422.099597
1776617422.252371,steps-cloud-yolo-tailscale,61,000064.jpg,1776617422.2407465,1776617422.2407432,5,plastic_verpakking,0.8952,120.11,846,1776617422.252404
1776617422.371925,steps-cloud-yolo-tailscale,62,000065.jpg,1776617422.3599677,1776617422.3599648,5,metalen_verpakking,0.9292,85.75,859,1776617422.371961
1776617422.493207,steps-cloud-yolo-tailscale,63,000066.jpg,1776617422.481478,1776617422.4814746,3,plastic_verpakking,0.9233,88.56,610,1776617422.49324
1776617422.559923,steps-cloud-yolo-tailscale,64,000067.jpg,1776617422.5480433,1776617422.5480402,2,metalen_verpakking,0.9487,33.67,494,1776617422.559953
1776617422.627265,steps-cloud-yolo-tailscale,65,000068.jpg,1776617422.615482,1776617422.615479,2,metalen_verpakking,0.9683,35.12,488,1776617422.627299
1776617422.691459,steps-cloud-yolo-tailscale,66,000069.jpg,1776617422.6800275,1776617422.6800244,1,plastic_verpakking,0.8866,32.22,374,1776617422.691489
1776617422.756477,steps-cloud-yolo-tailscale,67,000070.jpg,1776617422.7447476,1776617422.7447448,5,plastic_verpakking,0.6176,32.18,844,1776617422.756514
1776617422.855494,steps-cloud-yolo-tailscale,68,000071.jpg,1776617422.8436377,1776617422.8436346,2,plastic_verpakking,0.9512,66.6,493,1776617422.855526
1776617422.927459,steps-cloud-yolo-tailscale,69,000072.jpg,1776617422.915523,1776617422.9155195,2,plastic_verpakking,0.9605,34.11,492,1776617422.927492
1776617423.022702,steps-cloud-yolo-tailscale,70,000073.JPG,1776617423.0107543,1776617423.0107512,3,plastic_verpakking,0.9408,62.75,611,1776617423.022736
1776617423.085349,steps-cloud-yolo-tailscale,71,000074.jpg,1776617423.0735042,1776617423.073502,3,plastic_verpakking,0.9617,30.21,608,1776617423.085378
1776617423.146775,steps-cloud-yolo-tailscale,72,000075.jpg,1776617423.1347513,1776617423.1347487,2,plastic_verpakking,0.9673,28.92,492,1776617423.146808
1776617423.207026,steps-cloud-yolo-tailscale,73,000076.jpg,1776617423.1951702,1776617423.195167,3,metalen_verpakking,0.9483,27.97,605,1776617423.207063
